,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
26,GO_Biological_Process_2023,Positive Regulation Of Fibroblast Proliferation (GO:0048146),3/28,0.0001108609643822226,0.005814041687601,0,0,37.3275,339.95026649332107,WNT5A;IGF1;GAS6
27,GO_Biological_Process_2023,Positive Regulation Of Endocytosis (GO:0045807),4/79,0.0001430598796615028,0.0071078171789715,0,0,16.81100529100529,148.81517580184618,HNRNPK;CALR;GAS6;B2M
28,GO_Biological_Process_2023,Endodermal Cell Differentiation (GO:0035987),3/31,0.000151023440441901,0.0071283063888577,0,0,33.32310267857143,293.1791732097537,COL11A1;COL7A1;LAMB1
29,GO_Biological_Process_2023,ERAD Pathway (GO:0036503),4/89,0.0002267157879142816,0.0094258604020561,0,0,14.82577030812325,124.41509735221666,VCP;CANX;CALR;HSP90B1
30,GO_Biological_Process_2023,Regulation Of Dendritic Cell Chemotaxis (GO:2000508),2/7,0.00022965549708399584,0.0094258604020561,0,0,122.63384615384616,1027.5404383913506,CALR;GAS6
31,GO_Biological_Process_2023,Positive Regulation Of Dendritic Cell Chemotaxis (GO:2000510),2/7,0.00022965549708399584,0.0094258604020561,0,0,122.63384615384616,1027.5404383913506,CALR;GAS6
32,GO_Biological_Process_2023,Regulation Of Epithelial Cell Proliferation (GO:0050678),4/91,0.0002469271012420673,0.0097124659821879,0,0,14.483488414522895,120.30590020182308,LAMB1;LAMC1;IGF1;B2M
33,GO_Biological_Process_2023,Nuclear Transport (GO:0051169),3/39,0.000301229946433622,0.0103012403100977,0,0,25.90755208333333,210.049018607232,NPM1;ANP32A;RANGAP1
34,GO_Biological_Process_2023,Odontogenesis (GO:0042476),3/39,0.000301229946433622,0.0103012403100977,0,0,25.90755208333333,210.049018607232,COL1A1;COL1A2;LAMB1
35,GO_Biological_Process_2023,Positive Regulation Of Dendritic Spine Morphogenesis (GO:0061003),2/8,0.0003055452634351024,0.0103012403100977,0,0,102.1897435897436,827.0637612734779,CAPRIN1;DBN1
36,GO_Biological_Process_2023,Skin Morphogenesis (GO:0043589),2/8,0.0003055452634351024,0.0103012403100977,0,0,102.1897435897436,827.0637612734779,COL1A1;COL1A2
37,GO_Biological_Process_2023,Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558),4/98,0.0003279291131468353,0.0106746580279521,0,0,13.400202634245188,107.50598110106256,CAPRIN1;NCL;RACK1;CALR
38,GO_Biological_Process_2023,"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",5/180,0.0003434797690135828,0.010808163398294,0,0,9.105069124423965,72.62551261086323,HSPA8;HNRNPK;SRSF2;HNRNPU;HNRNPC
39,GO_Biological_Process_2023,Negative Regulation Of Translation (GO:0017148),4/107,0.0004580381895938769,0.013948001644407,0,0,12.223763291724456,93.9831129725395,CAPRIN1;NCL;RACK1;CALR
40,GO_Biological_Process_2023,Regulation Of Fibroblast Proliferation (GO:0048145),3/46,0.0004920415287391648,0.0145152250978053,0,0,21.68241279069768,165.15379853468102,WNT5A;IGF1;GAS6
41,GO_Biological_Process_2023,Regulation Of Translation (GO:0006417),5/202,0.0005813160116816645,0.0165696997046176,0,0,8.079253315867037,60.19218263723092,NPM1;CAPRIN1;NCL;RACK1;CALR
42,GO_Biological_Process_2023,Nucleocytoplasmic Transport (GO:0006913),3/50,0.0006292667740133991,0.0165696997046176,0,0,19.83311170212766,146.18897916479884,NPM1;ANP32A;RANGAP1
43,GO_Biological_Process_2023,Negative Regulation Of Cell Differentiation (GO:0045596),5/207,0.0006493174802382225,0.0165696997046176,0,0,7.877275630788885,57.815963814219536,COL5A1;WNT5A;COL5A2;HNRNPU;CALR
44,GO_Biological_Process_2023,Positive Regulation Of Cell Projection Organization (GO:0031346),4/118,0.0006625922426746727,0.0165696997046176,0,0,11.038150932887776,80.79209859149263,CAPRIN1;WNT5A;P3H1;NDNF
45,GO_Biological_Process_2023,Protein Stabilization (GO:0050821),5/208,0.0006636041685290794,0.0165696997046176,0,0,7.838074050532337,57.357652028330016,CRTAP;P3H1;CALR;IGF1;CCT5
46,GO_Biological_Process_2023,Regulation Of Telomere Maintenance Via Telomerase (GO:0032210),3/51,0.0006670006237028307,0.0165696997046176,0,0,19.4189453125,142.00530155068068,HNRNPU;HNRNPC;CCT5
47,GO_Biological_Process_2023,"mRNA Splicing, Via Spliceosome (GO:0000398)",5/211,0.0007078810986564991,0.0168505618818407,0,0,7.722752896962104,56.01493711491793,HSPA8;HNRNPK;SRSF2;HNRNPU;HNRNPC
48,GO_Biological_Process_2023,Positive Regulation Of Integrin-Mediated Signaling Pathway (GO:2001046),2/12,0.0007140068594000316,0.0168505618818407,0,0,61.30153846153846,444.1062282714842,LAMB1;LAMC1
49,GO_Biological_Process_2023,Protein Localization To Nucleus (GO:0034504),4/122,0.0007508390437018901,0.0169545840555272,0,0,10.66182405165456,76.7045660341705,COL1A1;HNRNPU;CALR;IPO7
50,GO_Biological_Process_2023,mRNA Processing (GO:0006397),5/214,0.0007543353075552384,0.0169545840555272,0,0,7.61074239851829,54.71875357594556,HSPA8;HNRNPK;SRSF2;HNRNPU;HNRNPC
51,GO_Biological_Process_2023,Positive Regulation Of Epithelial Cell Proliferation (GO:0050679),4/123,0.0007741371196591602,0.0169950102548429,0,0,10.571695344804589,75.73310455418265,WNT5A;LAMB1;LAMC1;IGF1
52,GO_Biological_Process_2023,Negative Regulation Of Gene Expression (GO:0010629),6/336,0.0009066459435646392,0.0194516766073868,0,0,5.842921013412817,40.9340938114358,CAPRIN1;NCL;RACK1;EMILIN1;CALR;IGF1
53,GO_Biological_Process_2023,Regulation Of Phagocytosis (GO:0050764),3/58,0.0009719007565399648,0.020115710859308,0,0,16.941477272727273,117.51043796913778,RACK1;CALR;GAS6
54,GO_Biological_Process_2023,Positive Regulation Of Response To Cytokine Stimulus (GO:0060760),2/14,0.0009802147240764512,0.020115710859308,0,0,51.07948717948718,353.86535053478264,WNT5A;GAS6
55,GO_Biological_Process_2023,Endoplasmic Reticulum To Cytosol Transport (GO:1903513),2/15,0.0011285741249095,0.0221952911232202,0,0,47.14792899408284,319.9835776705031,VCP;HSP90B1
56,GO_Biological_Process_2023,Positive Regulation Of Muscle Cell Differentiation (GO:0051149),2/15,0.0011285741249095,0.0221952911232202,0,0,47.14792899408284,319.9835776705031,LAMB1;LAMC1
57,GO_Biological_Process_2023,Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),4/137,0.0011563071876071,0.0222766119408395,0,0,9.45220193340494,63.92074063922202,CAPRIN1;NCL;RACK1;CALR
58,GO_Biological_Process_2023,"Retrograde Protein Transport, ER To Cytosol (GO:0030970)",2/17,0.0014554664168464,0.0264223134135194,0,0,40.8574358974359,266.8982937419867,VCP;HSP90B1
59,GO_Biological_Process_2023,Positive Regulation Of Dendrite Morphogenesis (GO:0050775),2/17,0.0014554664168464,0.0264223134135194,0,0,40.8574358974359,266.8982937419867,CAPRIN1;DBN1
60,GO_Biological_Process_2023,Extracellular Matrix Assembly (GO:0085029),2/17,0.0014554664168464,0.0264223134135194,0,0,40.8574358974359,266.8982937419867,EMILIN1;GAS6
61,GO_Biological_Process_2023,Negative Regulation Of Protein Metabolic Process (GO:0051248),4/147,0.0014994099412823,0.0267064714069904,0,0,8.786768786768787,57.13757746898329,CAPRIN1;NCL;RACK1;CALR
62,GO_Biological_Process_2023,Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474),2/18,0.0016338653066189,0.028043069989969,0,0,38.30192307692308,245.7760372982144,CALR;B2M
63,GO_Biological_Process_2023,Maintenance Of Protein Location In Nucleus (GO:0051457),2/18,0.0016338653066189,0.028043069989969,0,0,38.30192307692308,245.7760372982144,HNRNPU;RANGAP1
64,GO_Biological_Process_2023,Negative Regulation Of Protein Binding (GO:0032091),3/71,0.0017453094487083,0.0294209307067972,0,0,13.693704044117649,86.96629613831297,RACK1;NES;B2M
65,GO_Biological_Process_2023,Regulation Of Integrin-Mediated Signaling Pathway (GO:2001044),2/19,0.0018221438978866,0.02965696275181,0,0,36.04705882352941,227.3755290844131,LAMB1;LAMC1
66,GO_Biological_Process_2023,Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211),2/19,0.0018221438978866,0.02965696275181,0,0,36.04705882352941,227.3755290844131,HNRNPU;HNRNPC
67,GO_Biological_Process_2023,Negative Regulation Of Signal Transduction (GO:0009968),5/267,0.0020095849583631,0.0317850463634437,0,0,6.054851021915784,37.59957776017981,VCP;TSPAN6;RACK1;EMILIN1;CALR
68,GO_Biological_Process_2023,Negative Regulation Of Reproductive Process (GO:2000242),2/20,0.0020202359976765,0.0317850463634437,0,0,34.042735042735046,211.21954341363585,IGF1;CALR
69,GO_Biological_Process_2023,Positive Regulation Of Dendritic Spine Development (GO:0060999),2/21,0.0022280757345386,0.034480385137779,0,0,32.24939271255061,196.9346886601168,CAPRIN1;DBN1
70,GO_Biological_Process_2023,Regulation Of Protein Export From Nucleus (GO:0046825),2/22,0.0024455975557341,0.0366451443271911,0,0,30.635384615384616,184.22483725138,RANGAP1;GAS6
71,GO_Biological_Process_2023,Negative Regulation Of Cell Development (GO:0010721),2/22,0.0024455975557341,0.0366451443271911,0,0,30.635384615384616,184.22483725138,IGF1;B2M
72,GO_Biological_Process_2023,Activation Of Protein Kinase Activity (GO:0032147),3/81,0.0025440590622266,0.0375248711678436,0,0,11.932091346153848,71.2822470909,WNT5A;IGF1;GAS6
73,GO_Biological_Process_2023,Regulation Of Extracellular Matrix Organization (GO:1903053),2/23,0.0026727362269617,0.0382282272462413,0,0,29.17509157509157,172.8522800321737,LAMB1;LAMC1
74,GO_Biological_Process_2023,Negative Regulation Of Neuron Differentiation (GO:0045665),2/23,0.0026727362269617,0.0382282272462413,0,0,29.17509157509157,172.8522800321737,CALR;B2M
75,GO_Biological_Process_2023,Regulation Of Neuron Projection Development (GO:0010975),4/174,0.0027693047845238,0.0387866279358236,0,0,7.381139122315593,43.46870167543166,WNT5A;P3H1;NDNF;DBN1
76,GO_Biological_Process_2023,Regulation Of Muscle Cell Differentiation (GO:0051147),2/24,0.0029094268308419,0.0387866279358236,0,0,27.84755244755245,162.62411401910555,LAMB1;LAMC1
77,GO_Biological_Process_2023,Protein Exit From Endoplasmic Reticulum (GO:0032527),2/24,0.0029094268308419,0.0387866279358236,0,0,27.84755244755245,162.62411401910555,VCP;HSP90B1
78,GO_Biological_Process_2023,Protein Kinase B Signaling (GO:0043491),2/24,0.0029094268308419,0.0387866279358236,0,0,27.84755244755245,162.62411401910555,IGF1;GAS6
79,GO_Biological_Process_2023,Positive Regulation Of Endothelial Cell Migration (GO:0010595),3/85,0.0029172146011053,0.0387866279358236,0,0,11.347751524390244,66.23825571067569,ATP5F1B;WNT5A;CALR
80,GO_Biological_Process_2023,Negative Regulation Of Smoothened Signaling Pathway (GO:0045879),2/25,0.003155604765713,0.0402552824166631,0,0,26.63545150501672,153.38224825365396,VCP;RACK1
81,GO_Biological_Process_2023,Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357),2/25,0.003155604765713,0.0402552824166631,0,0,26.63545150501672,153.38224825365396,HNRNPU;HNRNPC
82,GO_Biological_Process_2023,Cellular Response To Hexose Stimulus (GO:0071331),2/25,0.003155604765713,0.0402552824166631,0,0,26.63545150501672,153.38224825365396,RACK1;GAS6
83,GO_Biological_Process_2023,Positive Regulation Of Cell Adhesion (GO:0045785),3/88,0.0032180596924359,0.0405046446621268,0,0,10.945588235294116,62.81647564260721,LAMB1;NDNF;LAMC1
84,GO_Biological_Process_2023,RNA Processing (GO:0006396),4/183,0.0033188043399362,0.0412230433802612,0,0,7.006828057107387,39.99603047540203,HNRNPK;SRSF2;HNRNPU;HNRNPC
85,GO_Biological_Process_2023,Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352),2/26,0.0034112057439443,0.0418204963932913,0,0,25.52435897435897,144.9959569883209,NDNF;GAS6
86,GO_Biological_Process_2023,Positive Regulation Of Cellular Component Biogenesis (GO:0044089),3/93,0.0037604919132756,0.045511594437593,0,0,10.334895833333333,57.701847280697145,VCP;RACK1;EMILIN1
87,GO_Biological_Process_2023,"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",3/94,0.0038752460334452,0.0463067374123077,0,0,10.22081043956044,56.75765389386097,HNRNPK;NCL;HNRNPU
88,GO_Biological_Process_2023,Regulation Of Protein Transport (GO:0051223),2/28,0.0039504212424071,0.0466149706604048,0,0,23.558579881656804,130.37160410340698,HSPA8;P3H1
89,GO_Biological_Process_2023,Regulation Of Programmed Cell Death (GO:0043067),4/195,0.0041612456168037,0.0481937830170044,0,0,6.562619463143023,35.97589153695952,VCP;PLSCR3;ANP32A;CALR
90,GO_Biological_Process_2023,Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),6/456,0.004196307069738,0.0481937830170044,0,0,4.258579234972678,23.30954811584181,HSPA8;HNRNPK;SET;WNT5A;CALR;GAS6
91,GO_Biological_Process_2023,Positive Regulation Of Protein Metabolic Process (GO:0051247),4/196,0.0042373771084866,0.0481937830170044,0,0,6.528108465608466,35.66834958785869,NPM1;VCP;ASPH;WNT5A
953,GO_Cellular_Component_2023,Endoplasmic Reticulum Lumen (GO:0005788),21/284,5.410226785288159e-23,5.626635856699685e-21,0,0,34.14366010910894,1750.585269646028,CRTAP;COL16A1;GOLM1;COL14A1;COL11A1;WNT5A;P3H1;LAMB1;LAMC1;FSTL1;HSP90B1;COL1A1;COL1A2;COL5A1;COL5A3;COL7A1;COL5A2;CANX;CALR;GAS6;B2M
954,GO_Cellular_Component_2023,Intracellular Organelle Lumen (GO:0070013),28/856,3.7209004239446215e-21,1.9348682204512037e-19,0,0,16.565712870060697,779.2564553819856,VCP;COL16A1;COL14A1;COL11A1;LAMC1;FSTL1;HSP90B1;ATP5F1B;B2M;HSPA8;CRTAP;GOLM1;WNT5A;P3H1;LAMB1;COL1A1;COL1A2;COL5A1;COL5A3;COL7A1;OGN;COL5A2;CANX;CALR;SSBP1;GAS6;AGRN;FMOD
955,GO_Cellular_Component_2023,Collagen-Containing Extracellular Matrix (GO:0062023),21/373,1.6344881589191196e-20,5.666225617586281e-19,0,0,25.395318675889328,1157.020169924,POSTN;COL16A1;COL14A1;COL11A1;WNT5A;P3H1;LAMB1;LAMC1;HSP90B1;COL1A1;COL1A2;COL5A1;COL5A3;COL7A1;OGN;COL5A2;MFAP2;EMILIN1;TGFBI;AGRN;FMOD
956,GO_Cellular_Component_2023,Golgi Lumen (GO:0005796),5/100,2.1341984140195787e-05,0.0005548915876450904,0,0,16.840407470288625,181.11579254247096,WNT5A;OGN;GAS6;AGRN;FMOD
957,GO_Cellular_Component_2023,Focal Adhesion (GO:0005925),8/387,4.4021412696224136e-05,0.0008813022891277041,0,0,6.99575153168463,70.17322504956746,AKAP12;HSPA8;NPM1;HNRNPK;RPLP2;CALR;B2M;HSP90B1
958,GO_Cellular_Component_2023,Cell-Substrate Junction (GO:0030055),8/395,5.0844362834290624e-05,0.0008813022891277041,0,0,6.8483335523146325,67.7077021701116,AKAP12;HSPA8;NPM1;HNRNPK;RPLP2;CALR;B2M;HSP90B1
959,GO_Cellular_Component_2023,Lysosomal Lumen (GO:0043202),4/86,0.0001986714682015133,0.0026664610135858,0,0,15.370499419279907,131.0159546090149,HSPA8;OGN;AGRN;FMOD
960,GO_Cellular_Component_2023,Vacuolar Lumen (GO:0005775),5/161,0.0002051123856604497,0.0026664610135858,0,0,10.223842018196857,86.82038085055603,HSPA8;VCP;OGN;AGRN;FMOD
961,GO_Cellular_Component_2023,Basement Membrane (GO:0005604),3/46,0.0004920415287391648,0.0056858132209859,0,0,21.68241279069768,165.15379853468102,LAMB1;LAMC1;AGRN
962,GO_Cellular_Component_2023,Secretory Granule Lumen (GO:0034774),6/316,0.0006590266960944859,0.0068538776393826,0,0,6.226229508196721,45.60555288724299,HSPA8;PCSK1;VCP;IGF1;GAS6;B2M
963,GO_Cellular_Component_2023,Cytoplasmic Stress Granule (GO:0010494),3/76,0.0021212943909513,0.0193099896993353,0,0,12.752568493150685,78.50135333658152,VCP;HNRNPK;CAPRIN1
964,GO_Cellular_Component_2023,Endocytic Vesicle Lumen (GO:0071682),2/21,0.0022280757345386,0.0193099896993353,0,0,32.24939271255061,196.9346886601168,CALR;HSP90B1
965,GO_Cellular_Component_2023,Lumenal Side Of Endoplasmic Reticulum Membrane (GO:0098553),2/27,0.0036761657907123,0.0294093263256988,0,0,24.50215384615385,137.35625609293805,CANX;CALR
1057,GO_Molecular_Function_2023,RNA Binding (GO:0003723),17/1411,2.7581498842251825e-06,0.0003337361359912471,0,0,4.5217073170731705,57.88215124657364,HSPA8;NPM1;VCP;ANP32A;COL14A1;HNRNPU;RANGAP1;HSP90B1;HNRNPK;CAPRIN1;NCL;CANX;SRSF2;RACK1;HNRNPC;CALR;SSBP1
1058,GO_Molecular_Function_2023,mRNA Binding (GO:0003729),7/282,4.341885578135272e-05,0.0026268407747718,0,0,8.339757575757575,83.76966860472271,HNRNPK;CAPRIN1;NCL;HNRNPU;HNRNPC;CALR;CCT5
1059,GO_Molecular_Function_2023,Platelet-Derived Growth Factor Binding (GO:0048407),2/10,0.0004889339976743091,0.0197203379061971,0,0,76.63461538461539,584.2073646335838,COL1A2;COL5A1
1060,GO_Molecular_Function_2023,Cadherin Binding (GO:0045296),6/319,0.0006923523122206324,0.0209436574446741,0,0,6.165610433143037,44.857378391694496,HSPA8;HNRNPK;EEF1D;RACK1;RANGAP1;DBN1
1061,GO_Molecular_Function_2023,Calcium Ion Binding (GO:0005509),6/346,0.0010546767363745,0.0255231770202646,0,0,5.668177434908389,38.85264108941295,PLSCR3;ASPH;CANX;CALR;AGRN;HSP90B1
1062,GO_Molecular_Function_2023,Metal Ion Binding (GO:0046872),7/521,0.0017628869853987,0.0355515542055404,0,0,4.407684824902724,27.948258874070135,POSTN;PLSCR3;ASPH;CANX;CALR;AGRN;HSP90B1
1063,GO_Molecular_Function_2023,Telomerase RNA Binding (GO:0070034),2/21,0.0022280757345386,0.0385138805541687,0,0,32.24939271255061,196.9346886601168,HNRNPU;HNRNPC
1064,GO_Molecular_Function_2023,Poly-Pyrimidine Tract Binding (GO:0008187),2/25,0.003155604765713,0.0424253529612526,0,0,26.63545150501672,153.38224825365396,HNRNPU;HNRNPC
1065,GO_Molecular_Function_2023,MHC Class II Protein Complex Binding (GO:0023026),2/25,0.003155604765713,0.0424253529612526,0,0,26.63545150501672,153.38224825365396,HSPA8;B2M
1066,GO_Molecular_Function_2023,mRNA 3'-UTR Binding (GO:0003730),3/93,0.0037604919132756,0.0455019521506359,0,0,10.334895833333333,57.701847280697145,HNRNPU;HNRNPC;CCT5
1067,GO_Molecular_Function_2023,pre-mRNA Binding (GO:0036002),2/30,0.0045265652607379,0.0497922178681172,0,0,21.87362637362637,118.06928211852814,HNRNPU;HNRNPC
1178,KEGG_2021_Human,Protein digestion and absorption,9/103,5.956168776208382e-11,5.360551898587544e-09,0,0,32.74963316214233,771.0576438777271,COL1A1;COL1A2;COL16A1;COL5A1;COL14A1;COL5A3;COL7A1;COL11A1;COL5A2
1179,KEGG_2021_Human,ECM-receptor interaction,5/88,1.1454345631083374e-05,0.0005154455533987519,0,0,19.28682471822775,219.4289313758693,COL1A1;COL1A2;LAMB1;LAMC1;AGRN
1180,KEGG_2021_Human,Antigen processing and presentation,4/78,0.00013615778470778213,0.0033172485792728,0,0,17.03903903903904,151.67634843577113,HSPA8;CANX;CALR;B2M
1181,KEGG_2021_Human,Spliceosome,5/150,0.00014743327018990353,0.0033172485792728,0,0,11.005561735261402,97.0925501691698,HSPA8;HNRNPK;SRSF2;HNRNPU;HNRNPC
1182,KEGG_2021_Human,Protein processing in endoplasmic reticulum,5/171,0.00027119266549191257,0.0048814679788544,0,0,9.603089778468714,78.867113415406,HSPA8;VCP;CANX;CALR;HSP90B1
1183,KEGG_2021_Human,Amoebiasis,4/102,0.0003819343089494123,0.0057290146342411,0,0,12.85066407515387,101.13809224907088,COL1A1;COL1A2;LAMB1;LAMC1
1184,KEGG_2021_Human,Focal adhesion,5/201,0.0005683851316047096,0.0073078088349176,0,0,8.120885450954576,60.68503264113666,COL1A1;COL1A2;LAMB1;LAMC1;IGF1
1185,KEGG_2021_Human,PI3K-Akt signaling pathway,6/354,0.0011859591783894,0.0133420407568812,0,0,5.535613340870548,37.2945530132793,COL1A1;COL1A2;LAMB1;LAMC1;IGF1;HSP90B1
1186,KEGG_2021_Human,Proteoglycans in cancer,4/205,0.0049653861400397,0.0452925160218615,0,0,6.232962173260681,33.067511153137204,COL1A1;COL1A2;WNT5A;IGF1
1187,KEGG_2021_Human,Human papillomavirus infection,5/331,0.0050325017802068,0.0452925160218615,0,0,4.850336433801702,25.66719487972752,COL1A1;COL1A2;WNT5A;LAMB1;LAMC1
1268,Pfam_Domains_2019,Laminin EGF,3/31,0.000151023440441901,0.0052858204154665,0,0,33.32310267857143,293.1791732097537,LAMB1;LAMC1;AGRN
1269,Pfam_Domains_2019,Laminin G 1,2/10,0.0004889339976743091,0.0085563449593004,0,0,76.63461538461539,584.2073646335838,GAS6;AGRN
1303,ProteomicsDB_2020,Breast Hs-578T BTO:0003885 P001355,17/324,3.8850364876466644e-16,2.595204373747972e-13,0,0,21.735635179153096,771.2722585962536,CRTAP;POSTN;WNT5A;P3H1;LAMB1;LAMC1;FSTL1;HSP90B1;PTMS;COL1A1;COL1A2;COL5A1;ASPH;EEF1D;COL5A2;CALR;PTGFRN
1304,ProteomicsDB_2020,Brain SNB-75 BTO:0004222 P001561,15/331,2.2176630239024133e-13,7.271648790027567e-11,0,0,17.90743670886076,521.7717099624251,CRTAP;POSTN;COL14A1;P3H1;LAMB1;LAMC1;HSP90B1;COL1A1;COL1A2;COL5A1;ASPH;COL7A1;COL5A2;CANX;CALR
1305,ProteomicsDB_2020,Brain SF-539 BTO:0004214 P003358,16/411,3.265710534443519e-13,7.271648790027567e-11,0,0,15.51789525936957,446.1414881612211,CRTAP;P3H1;LAMB1;LAMC1;FSTL1;HSP90B1;COL1A1;COL1A2;COL5A1;ASPH;COL7A1;COL5A2;CANX;TGFBI;CALR;PTGFRN
