"miRNA","Target / Target pathway","Support","Source","Experiment(s)","Reference - PMID"
"hsa-let-7a-5p","E2F5","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","EDEM3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","EDN1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","EEA1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","EIF4G2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ELOVL4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","EOGT","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","EPHA4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ERCC6","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","EZH2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FAM135A","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FAM189A1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FAM214B","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FARP1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FGD6","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FIGN","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FIGNL2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FNDC3A","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FNDC3B","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FNIP1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FOXP2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FRAS1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FZD3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GALNT1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GALNT2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GAN","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GAS7","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GATM","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GCNT4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GDF6","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GHR","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GOLGA7","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GOLT1B","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GPCPD1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GRIK2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","HAND1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","HAND2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","HAS2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","HDX","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","HECTD2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","HIC2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","HIF1AN","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","HIF3A","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","HIPK2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","HMGA2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","HOXA1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","HOXA9","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","IGDCC3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","IGF1R","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","IGF2BP1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","IGF2BP2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","IGF2BP3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","IKZF2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","IL13","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","INSR","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","INTS2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","IRS2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ITGB3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ITSN1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","KATNBL1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","KCNC1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","KCNC2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","KCNQ4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","KCTD17","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","KDM3A","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","KIAA0930","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","KLF9","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","KLHL24","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","KPNA1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","LAMP2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","LCOR","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","LCORL","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","LEPROTL1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","LGR4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","LIMD2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","LIN28A","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","LIN28B","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","LPGAT1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","LRIG2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","LRIG3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","LSM11","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","LUC7L3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MAP3K1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MAP3K3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MAP4K3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MAP4K4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MAPK6","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MBTD1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MDM4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MEF2C","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MEIS2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MEIS3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MGA","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MGAT4A","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MGLL","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MIB1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MIEF1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MLLT10","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MON2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MXD1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","MYCN","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","NAA30","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","NAP1L1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","NEFM","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","NID2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","NIPA1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","NLK","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","NOL4L","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","NOVA1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","NPEPL1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","NRAS","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","NRK","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ONECUT2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","OSBPL3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","OTOF","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PAPPA","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PARP8","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PAX3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PBX1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PBX2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PBX3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PDE12","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PGM2L1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PGRMC1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PIGA","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PKN2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PLXNA4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PLXNC1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","POU2F1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","POU2F2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PPARGC1A","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PPARGC1B","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PPP1R15B","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PPP2R2A","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PPP3CA","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PPTC7","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PRDM1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PRDM2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PRLR","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PRRX1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PRTG","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PTAFR","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PTAR1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PTPRD","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","PXDN","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RAB11FIP4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RAB3GAP2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RAB8B","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RALGPS1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RANBP2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RBFOX1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RBFOX2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RBMS1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RDH10","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RDX","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RFX6","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RGS16","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RGS6","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RNF165","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RNF38","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RNF44","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RPS6KA3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RUFY3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","RUNX1T1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SCYL3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SEC14L1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SEMA4C","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SENP5","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SFMBT1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SKIDA1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SLC29A3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SLC30A4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SLC35D2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SLC4A4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SLC6A1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SLCO5A1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SLF2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SMARCAD1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SNAP23","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SNX16","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SNX30","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SOCS4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SOX6","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SREK1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SREK1IP1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","STARD13","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","STK40","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","STRBP","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","STX17","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","STX3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","STXBP5","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SYNCRIP","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SYT1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SYT11","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TBKBP1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TECPR2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TENM2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TET2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TGFBR1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TMED5","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TMEM178B","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TMEM2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TMEM65","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TNFRSF1B","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TRHDE","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TRIB1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TRIB2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TRIM33","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TRIM67","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TRIM71","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TSC22D2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TTLL4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TUSC2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TXLNG","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","UGGT1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","UHRF2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ULK2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","USP12","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","USP32","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","USP38","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","USP47","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","USP6","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","UTRN","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","VANGL2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","VASH2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","VAV3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","VGLL3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","WAPL","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","WDFY3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","WDR37","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","XYLT1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","YOD1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","YPEL2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","YTHDF3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ZBTB10","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ZBTB39","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ZFYVE26","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ZNF275","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ZNF362","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ZNF512B","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ZNF516","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ZNF644","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ZNF652","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ZNF710","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","SMARCC1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","TMPO","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","USP21","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","VCPIP1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ABCB9","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","APBA1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ADCY9","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","APPBP2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ARID3A","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ATXN1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ATXN7L2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ATXN7L3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ATXN7L3B","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","BAHD1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","BCL7A","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","BMT2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","BNC2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","CACNA1E","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","CAP1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","CASKIN1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","CEP164","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","CPED1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","DMP1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","DNAJB9","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","DNAJC1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ARRDC4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","DUSP7","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","DUSP9","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","EPHA3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","ATXN1L","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","EPHA7","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FAM160B2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FBXL19","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","C11orf84","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FOXN3","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","FRS2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","CACNB4","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GABPA","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GDPD1","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","CADM2","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","GTF2I","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","IGLON5","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","CASK","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","IL10","V","ElMMo3","N/A","N/A"
"hsa-let-7a-5p","INO80D","V","ElMMo3","N/A","N/A"
