,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
19,GO_Biological_Process_2023,Regulation Of Apoptotic Signaling Pathway (GO:2001233),2/45,0.0011111839587462,0.0144453914637015,0,0,46.36046511627907,315.3591457066678,CTSL;CTSK
20,GO_Biological_Process_2023,Regulation Of Angiogenesis (GO:0045765),3/205,0.0014154096186712,0.0174803087905899,0,0,15.45805106826472,101.41001365271087,ECM1;APOH;DCN
21,GO_Biological_Process_2023,Positive Regulation Of Proteolysis (GO:0045862),2/59,0.0019026387993678,0.0223786563544698,0,0,34.949122807017545,218.93925214748256,CTSL;CTSK
22,GO_Biological_Process_2023,Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060393),2/61,0.0020322626452387,0.0225372338723508,0,0,33.76101694915254,209.27122545032168,TNXB;DKK1
23,GO_Biological_Process_2023,Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235),2/62,0.0020986088221217,0.0225372338723508,0,0,33.196666666666665,204.7066016298905,CTSL;CTSK
24,GO_Biological_Process_2023,Negative Regulation Of Signal Transduction (GO:0009968),3/267,0.0030025413490908,0.0309011547177265,0,0,11.79066985645933,68.48370330652509,DKK1;DCN;DKK3
25,GO_Biological_Process_2023,Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),2/77,0.0032150228568515,0.031764425825693,0,0,26.537333333333333,152.3221918917233,APOH;DCN
26,GO_Biological_Process_2023,Negative Regulation Of Angiogenesis (GO:0016525),2/86,0.0039920902998701,0.0379248578487664,0,0,23.683333333333334,130.81347778542192,APOH;DCN
27,GO_Biological_Process_2023,Regulation Of Endothelial Cell Migration (GO:0010594),2/88,0.004175495185413,0.0381980485480381,0,0,23.130232558139536,126.71949534645874,APOH;DCN
28,GO_Biological_Process_2023,Regulation Of Endothelial Cell Proliferation (GO:0001936),2/93,0.0046508761604894,0.0394978535697886,0,0,21.853846153846156,117.37044401027832,ECM1;APOH
29,GO_Biological_Process_2023,Cell Junction Disassembly (GO:0150146),1/5,0.0054883894433205,0.0394978535697886,0,0,237.78571428571428,1237.7032790036255,DKK1
30,GO_Biological_Process_2023,"Positive Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000096)",1/5,0.0054883894433205,0.0394978535697886,0,0,237.78571428571428,1237.7032790036255,DKK1
31,GO_Biological_Process_2023,Positive Regulation Of Tau-Protein Kinase Activity (GO:1902949),1/5,0.0054883894433205,0.0394978535697886,0,0,237.78571428571428,1237.7032790036255,DKK1
32,GO_Biological_Process_2023,Negative Regulation Of Cardiac Muscle Cell Differentiation (GO:2000726),1/5,0.0054883894433205,0.0394978535697886,0,0,237.78571428571428,1237.7032790036255,DKK1
33,GO_Biological_Process_2023,Leukocyte Apoptotic Process (GO:0071887),1/5,0.0054883894433205,0.0394978535697886,0,0,237.78571428571428,1237.7032790036255,CTSL
34,GO_Biological_Process_2023,Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015),2/111,0.0065582957008705,0.0394978535697886,0,0,18.22844036697248,91.63481653076772,TNXB;DKK3
35,GO_Biological_Process_2023,Regulation Of Collagen Fibril Organization (GO:1904026),1/6,0.0065826171479286,0.0394978535697886,0,0,190.2190476190476,955.5316921910462,TNXB
36,GO_Biological_Process_2023,Regulation Of Cortisol Biosynthetic Process (GO:2000064),1/6,0.0065826171479286,0.0394978535697886,0,0,190.2190476190476,955.5316921910462,DKK3
37,GO_Biological_Process_2023,Positive Regulation Of Lipoprotein Lipase Activity (GO:0051006),1/6,0.0065826171479286,0.0394978535697886,0,0,190.2190476190476,955.5316921910462,APOH
38,GO_Biological_Process_2023,Positive Regulation Of Membrane Depolarization (GO:1904181),1/6,0.0065826171479286,0.0394978535697886,0,0,190.2190476190476,955.5316921910462,DCN
39,GO_Biological_Process_2023,Regulation Of Aldosterone Biosynthetic Process (GO:0032347),1/6,0.0065826171479286,0.0394978535697886,0,0,190.2190476190476,955.5316921910462,DKK3
40,GO_Biological_Process_2023,Negative Regulation Of Cardiocyte Differentiation (GO:1905208),1/6,0.0065826171479286,0.0394978535697886,0,0,190.2190476190476,955.5316921910462,DKK1
41,GO_Biological_Process_2023,Elastic Fiber Assembly (GO:0048251),1/6,0.0065826171479286,0.0394978535697886,0,0,190.2190476190476,955.5316921910462,TNXB
42,GO_Biological_Process_2023,Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090),2/114,0.0069054863588978,0.0394978535697886,0,0,17.7375,88.25185030626267,DKK1;DKK3
43,GO_Biological_Process_2023,Regulation Of Chaperone-Mediated Autophagy (GO:1904714),1/7,0.0076756962402828,0.0394978535697886,0,0,158.5079365079365,771.8855078560287,CTSA
44,GO_Biological_Process_2023,Fructose Metabolic Process (GO:0006000),1/7,0.0076756962402828,0.0394978535697886,0,0,158.5079365079365,771.8855078560287,ALDOA
45,GO_Biological_Process_2023,Regulation Of Transforming Growth Factor Beta Activation (GO:1901388),1/7,0.0076756962402828,0.0394978535697886,0,0,158.5079365079365,771.8855078560287,TNXB
46,GO_Biological_Process_2023,Regulation Of Mesenchymal Stem Cell Differentiation (GO:2000739),1/7,0.0076756962402828,0.0394978535697886,0,0,158.5079365079365,771.8855078560287,LTBP2
47,GO_Biological_Process_2023,Positive Regulation Of Triglyceride Lipase Activity (GO:0061365),1/7,0.0076756962402828,0.0394978535697886,0,0,158.5079365079365,771.8855078560287,APOH
48,GO_Biological_Process_2023,Positive Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900748),1/7,0.0076756962402828,0.0394978535697886,0,0,158.5079365079365,771.8855078560287,TNXB
49,GO_Biological_Process_2023,Regulation Of Cell Motility (GO:2000145),2/123,0.0079961990408914,0.040307370675514,0,0,16.41074380165289,79.24401866049422,TNXB;TNC
50,GO_Biological_Process_2023,Protein Homooligomerization (GO:0051260),2/129,0.0087637652678589,0.0409722561778287,0,0,15.630708661417325,74.04469331427653,PXDN;ALDOA
51,GO_Biological_Process_2023,Synapse Pruning (GO:0098883),1/8,0.0087676277457428,0.0409722561778287,0,0,135.85714285714286,643.5130349149837,DKK1
52,GO_Biological_Process_2023,"Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000095)",1/8,0.0087676277457428,0.0409722561778287,0,0,135.85714285714286,643.5130349149837,DKK1
53,GO_Biological_Process_2023,Synapse Organization (GO:0050808),2/131,0.0090267195489514,0.0409722561778287,0,0,15.386821705426357,72.43448272713856,TNC;DKK1
54,GO_Biological_Process_2023,Regulation Of Tau-Protein Kinase Activity (GO:1902947),1/9,0.0098584127261176,0.0409722561778287,0,0,118.86904761904762,549.107257058779,DKK1
55,GO_Biological_Process_2023,Negative Regulation Of Muscle Cell Apoptotic Process (GO:0010656),1/9,0.0098584127261176,0.0409722561778287,0,0,118.86904761904762,549.107257058779,APOH
56,GO_Biological_Process_2023,Negative Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900747),1/9,0.0098584127261176,0.0409722561778287,0,0,118.86904761904762,549.107257058779,DCN
57,GO_Biological_Process_2023,Axon Regeneration (GO:0031103),1/9,0.0098584127261176,0.0409722561778287,0,0,118.86904761904762,549.107257058779,TNC
58,GO_Biological_Process_2023,Regulation Of Cardiac Muscle Cell Differentiation (GO:2000725),1/9,0.0098584127261176,0.0409722561778287,0,0,118.86904761904762,549.107257058779,DKK1
59,GO_Biological_Process_2023,Negative Regulation Of Wnt Signaling Pathway (GO:0030178),2/140,0.0102534006226635,0.0409722561778287,0,0,14.376811594202898,65.84789410830417,DKK1;DKK3
60,GO_Biological_Process_2023,Negative Regulation Of Hemostasis (GO:1900047),1/10,0.0109480522580432,0.0409722561778287,0,0,105.65608465608466,476.9942956890701,APOH
61,GO_Biological_Process_2023,Thyroid Hormone Generation (GO:0006590),1/10,0.0109480522580432,0.0409722561778287,0,0,105.65608465608466,476.9942956890701,CTSK
62,GO_Biological_Process_2023,Positive Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000052),1/10,0.0109480522580432,0.0409722561778287,0,0,105.65608465608466,476.9942956890701,DKK1
63,GO_Biological_Process_2023,Receptor-Mediated Endocytosis Of Virus By Host Cell (GO:0019065),1/10,0.0109480522580432,0.0409722561778287,0,0,105.65608465608466,476.9942956890701,CTSL
64,GO_Biological_Process_2023,Regulation Of Mitochondrial Depolarization (GO:0051900),1/10,0.0109480522580432,0.0409722561778287,0,0,105.65608465608466,476.9942956890701,DCN
65,GO_Biological_Process_2023,Positive Regulation Of Transforming Growth Factor Beta Production (GO:0071636),1/10,0.0109480522580432,0.0409722561778287,0,0,105.65608465608466,476.9942956890701,TNXB
66,GO_Biological_Process_2023,Basement Membrane Organization (GO:0071711),1/10,0.0109480522580432,0.0409722561778287,0,0,105.65608465608466,476.9942956890701,PXDN
67,GO_Biological_Process_2023,Regulation Of Cell Migration (GO:0030334),3/434,0.0115025161247079,0.0424047982507891,0,0,7.160947612651118,31.97498790453302,CD151;TNXB;TNC
68,GO_Biological_Process_2023,Cellular Response To Thyroid Hormone Stimulus (GO:0097067),1/11,0.0120365474388125,0.0430873509766188,0,0,95.08571428571427,420.260566245477,CTSL
69,GO_Biological_Process_2023,Negative Regulation Of Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:1902548),1/11,0.0120365474388125,0.0430873509766188,0,0,95.08571428571427,420.260566245477,DCN
70,GO_Biological_Process_2023,Positive Regulation Of Integrin-Mediated Signaling Pathway (GO:2001046),1/12,0.0131238993688258,0.0444055225219176,0,0,86.43722943722943,374.560203730456,LAMA1
71,GO_Biological_Process_2023,Negative Regulation Of Alcohol Biosynthetic Process (GO:1902931),1/12,0.0131238993688258,0.0444055225219176,0,0,86.43722943722943,374.560203730456,DKK3
72,GO_Biological_Process_2023,Response To Thyroid Hormone (GO:0097066),1/12,0.0131238993688258,0.0444055225219176,0,0,86.43722943722943,374.560203730456,CTSL
73,GO_Biological_Process_2023,Negative Regulation Of Coagulation (GO:0050819),1/12,0.0131238993688258,0.0444055225219176,0,0,86.43722943722943,374.560203730456,APOH
74,GO_Biological_Process_2023,Negative Regulation Of Bone Mineralization (GO:0030502),1/13,0.0142101091631312,0.0474310400445055,0,0,79.23015873015873,337.0293803138913,ECM1
75,GO_Biological_Process_2023,Protein Homotrimerization (GO:0070207),1/14,0.0152951779293368,0.0490637525785219,0,0,73.13186813186813,305.7071272789262,PXDN
76,GO_Biological_Process_2023,Protein Trimerization (GO:0070206),1/14,0.0152951779293368,0.0490637525785219,0,0,73.13186813186813,305.7071272789262,PXDN
77,GO_Biological_Process_2023,Regulation Of Cell Fate Specification (GO:0042659),1/14,0.0152951779293368,0.0490637525785219,0,0,73.13186813186813,305.7071272789262,DKK1
78,GO_Biological_Process_2023,Positive Regulation Of Hydrolase Activity (GO:0051345),2/176,0.0158462443342739,0.0493370655891367,0,0,11.381609195402298,47.17475280728676,CTSL;CTSK
79,GO_Biological_Process_2023,Extracellular Matrix Organization (GO:0030198),2/176,0.0158462443342739,0.0493370655891367,0,0,11.381609195402298,47.17475280728676,CTSK;PXDN
80,GO_Biological_Process_2023,Epiboly Involved In Wound Healing (GO:0090505),1/15,0.0163791067947741,0.0493370655891367,0,0,67.9047619047619,279.20731867751766,CD151
81,GO_Biological_Process_2023,Positive Regulation Of Muscle Cell Differentiation (GO:0051149),1/15,0.0163791067947741,0.0493370655891367,0,0,67.9047619047619,279.20731867751766,LAMA1
82,GO_Biological_Process_2023,Regulation Of Lipoprotein Lipase Activity (GO:0051004),1/15,0.0163791067947741,0.0493370655891367,0,0,67.9047619047619,279.20731867751766,APOH
248,GO_Cellular_Component_2023,Collagen-Containing Extracellular Matrix (GO:0062023),13/373,1.1459399358814684e-17,5.042135717878462e-16,0,0,78.7141975308642,3070.461485615488,ECM1;CD151;TNXB;LAMA1;TNC;LTBP2;DCN;CTSL;ABI3BP;APOH;PXDN;CTSF;CTHRC1
249,GO_Cellular_Component_2023,Lysosomal Lumen (GO:0043202),5/86,3.2482944339521705e-08,7.146247754694775e-07,0,0,72.2476397966594,1245.7335903368426,CTSA;CTSL;CTSK;CTSF;DCN
250,GO_Cellular_Component_2023,Basement Membrane (GO:0005604),4/46,1.7374890844911292e-07,2.548317323920323e-06,0,0,105.48148148148148,1641.8883111107996,CD151;LAMA1;PXDN;TNC
251,GO_Cellular_Component_2023,Vacuolar Lumen (GO:0005775),5/161,7.487551823523607e-07,8.236307005875968e-06,0,0,37.37179487179487,527.1237016471641,CTSA;CTSL;CTSK;CTSF;DCN
252,GO_Cellular_Component_2023,Lytic Vacuole (GO:0000323),4/223,9.398923456460388e-05,0.0008271052641685143,0,0,20.049720953830544,185.90763527038027,CTSA;CTSL;CTSK;CTSF
253,GO_Cellular_Component_2023,Lysosome (GO:0005764),5/503,0.00018223043756903143,0.0013363565421728,0,0,11.504842901015827,99.05944164262915,CTSA;CTSL;CTSK;CTSF;DCN
254,GO_Cellular_Component_2023,Platelet Dense Granule (GO:0042827),2/20,0.00021683563043902655,0.0013629668199024,0,0,110.88888888888889,935.4998014387868,ECM1;APOH
255,GO_Cellular_Component_2023,Endosome Lumen (GO:0031904),2/25,0.000341234455643778,0.0017462777207814,0,0,86.76086956521739,692.6068823488023,CTSL;CTSK
256,GO_Cellular_Component_2023,Secretory Granule Lumen (GO:0034774),4/316,0.0003571931701598446,0.0017462777207814,0,0,14.007122507122508,111.177806619415,CTSA;ECM1;APOH;ALDOA
257,GO_Cellular_Component_2023,Endolysosome (GO:0036019),2/28,0.00042909766583667375,0.0018880297296813,0,0,76.73846153846154,595.0166787107836,CTSL;CTSK
258,GO_Cellular_Component_2023,Focal Adhesion (GO:0005925),3/387,0.0084251735431708,0.0301542341848759,0,0,8.056743421052632,38.48328635617932,CD151;TNC;ITGBL1
259,GO_Cellular_Component_2023,Chylomicron (GO:0042627),1/8,0.0087676277457428,0.0301542341848759,0,0,135.85714285714286,643.5130349149837,APOH
260,GO_Cellular_Component_2023,Cell-Substrate Junction (GO:0030055),3/395,0.0089092055546224,0.0301542341848759,0,0,7.889097744360902,37.24182866469149,CD151;TNC;ITGBL1
261,GO_Cellular_Component_2023,Perisynaptic Extracellular Matrix (GO:0098966),1/9,0.0098584127261176,0.0309835828535125,0,0,118.86904761904762,549.107257058779,TNC
262,GO_Cellular_Component_2023,Intracellular Organelle Lumen (GO:0070013),4/856,0.0131657484231077,0.0373882127161566,0,0,4.988523735002608,21.60098939542645,CTSL;TNC;ALDOA;DCN
263,GO_Cellular_Component_2023,Platelet Dense Granule Lumen (GO:0031089),1/13,0.0142101091631312,0.0373882127161566,0,0,79.23015873015873,337.0293803138913,ECM1
264,GO_Cellular_Component_2023,Triglyceride-Rich Plasma Lipoprotein Particle (GO:0034385),1/14,0.0152951779293368,0.0373882127161566,0,0,73.13186813186813,305.7071272789262,APOH
265,GO_Cellular_Component_2023,Very-Low-Density Lipoprotein Particle (GO:0034361),1/14,0.0152951779293368,0.0373882127161566,0,0,73.13186813186813,305.7071272789262,APOH
266,GO_Cellular_Component_2023,High-Density Lipoprotein Particle (GO:0034364),1/18,0.0196240651712844,0.0454452035545533,0,0,55.91316526610644,219.7945772360195,APOH
292,GO_Molecular_Function_2023,Receptor Antagonist Activity (GO:0048019),3/30,4.600272051318671e-06,0.00013340788948824146,0,0,116.67251461988305,1433.8346311808384,PXDN;DKK1;DKK3
293,GO_Molecular_Function_2023,Cysteine-Type Endopeptidase Activity (GO:0004197),3/106,0.0002070780628899344,0.001908749234527,0,0,30.467552376085845,258.4384147688208,CTSL;CTSK;CTSF
294,GO_Molecular_Function_2023,Cysteine-Type Endopeptidase Activator Activity Involved In Apoptotic Process (GO:0008656),2/20,0.00021683563043902655,0.001908749234527,0,0,110.88888888888889,935.4998014387868,CTSL;CTSK
295,GO_Molecular_Function_2023,Peptidase Activator Activity Involved In Apoptotic Process (GO:0016505),2/22,0.0002632757564864869,0.001908749234527,0,0,99.79,822.4999723331945,CTSL;CTSK
296,GO_Molecular_Function_2023,Cysteine-Type Peptidase Activity (GO:0008234),3/144,0.0005091466528586429,0.0029530505865801,0,0,22.21388577827548,168.4428858112168,CTSL;CTSK;CTSF
297,GO_Molecular_Function_2023,Cytokine Receptor Binding (GO:0005126),2/100,0.0053564969577325,0.0234636341339057,0,0,20.285714285714285,106.08302856731788,PXDN;IL1RAP
298,GO_Molecular_Function_2023,Endopeptidase Activity (GO:0004175),3/335,0.0056636358254255,0.0234636341339057,0,0,9.343373493975903,48.33971073371261,CTSL;CTSK;CTSF
299,GO_Molecular_Function_2023,Serine-Type Exopeptidase Activity (GO:0070008),1/6,0.0065826171479286,0.0238619871612414,0,0,190.2190476190476,955.5316921910462,CTSA
300,GO_Molecular_Function_2023,Interleukin-1 Binding (GO:0019966),1/9,0.0098584127261176,0.028589396905741,0,0,118.86904761904762,549.107257058779,PXDN
301,GO_Molecular_Function_2023,Interleukin-1 Receptor Binding (GO:0005149),1/9,0.0098584127261176,0.028589396905741,0,0,118.86904761904762,549.107257058779,IL1RAP
302,GO_Molecular_Function_2023,Lipase Activator Activity (GO:0060229),1/12,0.0131238993688258,0.0345993710632682,0,0,86.43722943722943,374.560203730456,APOH
321,KEGG_2021_Human,Lysosome,4/128,1.07070194488557e-05,0.0003961597196076609,0,0,35.58064516129032,407.2066432963179,CTSA;CTSL;CTSK;CTSF
322,KEGG_2021_Human,ECM-receptor interaction,3/88,0.00011930877643510572,0.0022072123640494,0,0,36.95294117647059,333.8253198264229,TNXB;LAMA1;TNC
323,KEGG_2021_Human,Apoptosis,3/142,0.0004887759572917396,0.0060282368065981,0,0,22.535781900795158,171.80392974255597,CTSL;CTSK;CTSF
324,KEGG_2021_Human,Focal adhesion,3/201,0.0013375721435538,0.0123725423278728,0,0,15.773524720893144,104.3718221847869,TNXB;LAMA1;TNC
325,KEGG_2021_Human,Rheumatoid arthritis,2/93,0.0046508761604894,0.0337817689906579,0,0,21.853846153846156,117.37044401027832,CTSL;CTSK
326,KEGG_2021_Human,Human papillomavirus infection,3/331,0.0054781247011877,0.0337817689906579,0,0,9.459242618741976,49.2542048455465,TNXB;LAMA1;TNC
327,KEGG_2021_Human,PI3K-Akt signaling pathway,3/354,0.0065965746767869,0.0348676090058739,0,0,8.82905982905983,44.33251717851837,TNXB;LAMA1;TNC
358,Pfam_Domains_2019,Inhibitor I29,3/7,4.03103644274817e-08,5.240347375572621e-07,0,0,788.4473684210526,13424.623077513928,CTSL;CTSK;CTSF
359,Pfam_Domains_2019,Peptidase C1,3/13,3.279979053622237e-07,2.1319863848544536e-06,0,0,315.2842105263158,4707.274800281041,CTSL;CTSK;CTSF
360,Pfam_Domains_2019,EGF 2,3/15,5.210748377734673e-07,2.2579909636850245e-06,0,0,262.7105263157895,3800.7309553347886,TNXB;TNC;ITGBL1
361,Pfam_Domains_2019,Fibrinogen C,2/24,0.000314144742212557,0.0010209704121908,0,0,90.7090909090909,731.6283882755846,TNXB;TNC
362,Pfam_Domains_2019,fn3,3/135,0.0004216273282920607,0.0010962310535593,0,0,23.739234449760765,184.48681935632112,TNXB;ABI3BP;TNC
363,Pfam_Domains_2019,An peroxidase,1/10,0.0109480522580432,0.0203320970506518,0,0,105.65608465608466,476.9942956890701,PXDN
364,Pfam_Domains_2019,Laminin G 1,1/10,0.0109480522580432,0.0203320970506518,0,0,105.65608465608466,476.9942956890701,LAMA1
365,Pfam_Domains_2019,ADH N,1/15,0.0163791067947741,0.0266160485415079,0,0,67.9047619047619,279.20731867751766,VAT1
366,Pfam_Domains_2019,Laminin EGF,1/31,0.0335678584979562,0.0484869067192701,0,0,31.663492063492065,107.4717897739846,LAMA1
371,ProteomicsDB_2020,Colon Colo 741 PDB:200085 Colo 741 CRC65,7/502,7.402142467190905e-07,0.00013882695316447076,0,0,18.367811447811448,259.2860174274392,CTSA;VAT1;ECM1;CD151;LAMA1;CTSL;IL1RAP
372,ProteomicsDB_2020,Melanoma UACC-257 BTO:0004233 P001897,7/527,1.0249992440198904e-06,0.00013882695316447076,0,0,17.462307692307693,240.81951916990027,VAT1;ECM1;LAMA1;CTSL;APOH;IL1RAP;CTHRC1
373,ProteomicsDB_2020,Melanoma M14 BTO:0002805 P003817,6/341,1.3929125735565627e-06,0.00013882695316447076,0,0,21.98843283582089,296.49452682472,CTSA;VAT1;ECM1;IL1RAP;ALDOA;CTHRC1
374,ProteomicsDB_2020,Melanoma SK-MEL-5 BTO:0002134 P001570,6/414,4.273840086364365e-06,0.0003194695464557363,0,0,17.987132352941178,222.37487801742017,VAT1;ECM1;LAMA1;CTSL;IL1RAP;CTHRC1
375,ProteomicsDB_2020,Melanoma MALME-3M BTO:0004162 P003199,6/442,6.221724122933548e-06,0.00037205910255142617,0,0,16.807912844036696,201.48424171967625,CTSA;VAT1;ECM1;CTSL;IL1RAP;CTHRC1
376,ProteomicsDB_2020,Melanoma UACC-62 BTO:0004152 UACC62 NCI60,5/268,9.09373000862567e-06,0.0004274788452036472,0,0,22.04764034891523,255.92736423895536,VAT1;ECM1;LAMA1;TNC;CTHRC1
377,ProteomicsDB_2020,Melanoma SK-MEL-5 BTO:0002134 SKMEL5 NCI60,5/277,1.0671203981668562e-05,0.0004274788452036472,0,0,21.30839100346021,243.93764326514156,VAT1;ECM1;CTSL;TNC;IL1RAP
378,ProteomicsDB_2020,Lung non-small lung cancer BTO:0002553 P005586-I,5/281,1.1437561075682869e-05,0.0004274788452036472,0,0,20.99531116794544,238.89741115502605,VAT1;ECM1;CTSL;APOH;TNC
379,ProteomicsDB_2020,Brain SF-539 BTO:0004214 P003358,5/411,7.057277855408074e-05,0.0021124398696891,0,0,14.178498985801218,135.53037274712673,CTSA;ECM1;CD151;PXDN;CTHRC1
380,ProteomicsDB_2020,Lung NCI-H226 BTO:0003008 P001566,5/419,7.73067329834211e-05,0.0021124398696891,0,0,13.898834896277352,131.590409221202,CTSA;CD151;LAMA1;APOH;PXDN
381,ProteomicsDB_2020,Breast MDA-MB-435 BTO:0001567 P001387,4/219,8.763418433216338e-05,0.0021124398696891,0,0,20.42687338501292,190.8347841261493,VAT1;IL1RAP;ALDOA;CTHRC1
382,ProteomicsDB_2020,Mixed PDB:200045 gcpool sdsfrac rep1,4/224,9.562906461938795e-05,0.0021124398696891,0,0,19.95757575757576,184.70803742202824,VAT1;ECM1;PXDN;TNC
383,ProteomicsDB_2020,Gastric HFE-145 PDB:200047 HFE-145 sdsfrac rep1,4/224,9.562906461938795e-05,0.0021124398696891,0,0,19.95757575757576,184.70803742202824,VAT1;ECM1;PXDN;TNC
384,ProteomicsDB_2020,Melanoma SK-MEL-28 BTO:0002131 SKMEL28 NCI60,4/230,0.00010590939127197176,0.0021124398696891,0,0,19.421828908554573,177.76657499560156,VAT1;TNC;ALDOA;CTHRC1
385,ProteomicsDB_2020,Melanoma UACC-62 BTO:0004152 P001891,5/448,0.00010597524429878438,0.0021124398696891,0,0,12.969725136104104,118.70288067194448,CTSA;ECM1;TNC;IL1RAP;CTHRC1
386,ProteomicsDB_2020,Lung non-small lung cancer BTO:0002553 P005587-I,4/248,0.0001415844438308776,0.0026458592940895,0,0,17.972677595628415,159.28490843831216,ECM1;APOH;TNC;CTHRC1
387,ProteomicsDB_2020,Melanoma UACC-257 BTO:0004233 UACC257 NCI60,4/275,0.00021043180180476556,0.0037011240435073,0,0,16.15990159901599,136.81536576138186,VAT1;ECM1;LAMA1;CTHRC1
388,ProteomicsDB_2020,Renal A-498 BTO:0003769 P003196,4/323,0.00038810383751037496,0.0064468359675334,0,0,13.694879832810868,107.56284054441883,CTSA;CD151;CTSL;PXDN
389,ProteomicsDB_2020,Lymphoma SR BTO:0003585 P001388,4/352,0.0005368765003982683,0.0084487407167938,0,0,12.535121328224776,94.38623543852322,CTSA;VAT1;IL1RAP;CTHRC1
390,ProteomicsDB_2020,Brain GaMG BTO:0004860 GAMG R1,4/376,0.0006876936164045799,0.0102810195652484,0,0,11.712066905615291,85.28922881087148,CTSA;VAT1;CD151;CTSL
